companies_id,company_name,country,ICTR_risk_category,benchmark,ep_product,matched_activity_name,matched_reference_product,unit,multi_match,matching_certainty,matching_certainty_company_average,input_name,input_unit,input_tilt_sector,input_tilt_subsector,input_isic_4digit,input_isic_4digit_name,company_city,postcode,address,main_activity,activity_uuid_product_uuid,profile_ranking,extra_rowid
company14,worried_octopus,netherlands,medium,input_unit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, unalloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.559322033898305,36
company14,worried_octopus,netherlands,medium,input_unit_input_isic_4digit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"hot rolling, steel",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.5,31
company14,worried_octopus,netherlands,medium,input_unit_input_isic_4digit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"hot rolling, steel",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.5,32
company14,worried_octopus,netherlands,high,input_unit_input_isic_4digit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, low-alloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,1,33
company14,worried_octopus,netherlands,high,input_unit_input_isic_4digit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, low-alloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,1,34
company14,worried_octopus,netherlands,high,input_unit_input_isic_4digit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, unalloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.75,35
company14,worried_octopus,netherlands,high,input_unit_input_isic_4digit,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, unalloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.75,36
company14,worried_octopus,netherlands,low,input_unit_input_tilt_sector,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"hot rolling, steel",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.2307692307692308,31
company14,worried_octopus,netherlands,low,input_unit_input_tilt_sector,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"hot rolling, steel",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.2307692307692308,32
company14,worried_octopus,netherlands,medium,input_unit_input_tilt_sector,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, low-alloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.4615384615384616,33
company14,worried_octopus,netherlands,medium,input_unit_input_tilt_sector,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, low-alloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.4615384615384616,34
company14,worried_octopus,netherlands,medium,input_unit_input_tilt_sector,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, unalloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.38461538461538464,35
company14,worried_octopus,netherlands,medium,input_unit_input_tilt_sector,Steel guardrails,reinforcing steel production,reinforcing steel,kg,FALSE,high,high,"steel, unalloyed",kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,240100f2-96d4-5428-a763-aad9986e993d_9ba48284-0f03-4fec-800d-de77833b12f6,0.38461538461538464,36
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,aluminium casting facility,unit,construction,construction residential,'4100',Construction of buildings,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.9746835443037974,37
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"aluminium scrap, new",kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.16455696202531644,38
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"aluminium, primary, liquid",kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.8607594936708861,39
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,blast furnace sludge,kg,industry,other industry,'3821',Treatment and disposal of non-hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.20253164556962025,41
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,boric oxide,kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.7215189873417721,42
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"diesel, burned in diesel-electric generating set, 10MW",MJ,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.24050632911392408,43
company15,distracted_moose,netherlands,medium,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.35443037974683544,44
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"hazardous waste, for underground deposit",kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.31645569620253167,45
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"heat, district or industrial, natural gas",MJ,energy,total energy,'3530',Steam and air conditioning supply,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.17721518987341772,46
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,inert waste,kg,non-metallic minerals,cement,'2394',"Manufacture of cement, lime and plaster",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.10126582278481013,47
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,iron pellet,kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.25316455696202533,48
company15,distracted_moose,netherlands,medium,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,lubricating oil,kg,energy,oil energy,'1920',Manufacture of refined petroleum products,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5569620253164557,50
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,manganese,kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.7721518987341772,51
company15,distracted_moose,netherlands,medium,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,refractory spent pot liner from Al electrolysis,kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.379746835443038,52
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"refractory, basic, packed",kg,industry,other industry,'2391',Manufacture of refractory products,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.6835443037974683,53
company15,distracted_moose,netherlands,medium,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"sodium hydroxide, without water, in 50% solution state",kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5443037974683544,54
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"sodium hypochlorite, without water, in 15% solution state",kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.6708860759493671,55
company15,distracted_moose,netherlands,low,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,tap water,kg,industry,other industry,'3600',"Water collection, treatment and supply",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.02531645569620253,56
company15,distracted_moose,netherlands,high,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"vegetable oil, refined",kg,land use,food related products,'1040',Manufacture of vegetable and animal oils and fats,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.7468354430379747,57
company15,distracted_moose,netherlands,medium,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,waste mineral oil,kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5822784810126582,58
company15,distracted_moose,netherlands,medium,all,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"wastewater, average",m3,industry,other industry,'3700',Sewerage,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.34177215189873417,59
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,aluminium casting facility,unit,construction,construction residential,'4100',Construction of buildings,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,37
company15,distracted_moose,netherlands,low,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"aluminium scrap, new",kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.125,38
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"aluminium, primary, liquid",kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.75,39
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,blast furnace sludge,kg,industry,other industry,'3821',Treatment and disposal of non-hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.7,41
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,boric oxide,kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.8,42
company15,distracted_moose,netherlands,medium,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"diesel, burned in diesel-electric generating set, 10MW",MJ,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5,43
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.75,44
company15,distracted_moose,netherlands,medium,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"hazardous waste, for underground deposit",kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5,45
company15,distracted_moose,netherlands,medium,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"heat, district or industrial, natural gas",MJ,energy,total energy,'3530',Steam and air conditioning supply,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.6666666666666666,46
company15,distracted_moose,netherlands,low,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,inert waste,kg,non-metallic minerals,cement,'2394',"Manufacture of cement, lime and plaster",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.25,47
company15,distracted_moose,netherlands,low,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,iron pellet,kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.25,48
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,lubricating oil,kg,energy,oil energy,'1920',Manufacture of refined petroleum products,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,50
company15,distracted_moose,netherlands,medium,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,manganese,kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.375,51
company15,distracted_moose,netherlands,medium,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,refractory spent pot liner from Al electrolysis,kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.625,52
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"refractory, basic, packed",kg,industry,other industry,'2391',Manufacture of refractory products,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,53
company15,distracted_moose,netherlands,medium,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"sodium hydroxide, without water, in 50% solution state",kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5,54
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"sodium hypochlorite, without water, in 15% solution state",kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.7,55
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,tap water,kg,industry,other industry,'3600',"Water collection, treatment and supply",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,56
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"vegetable oil, refined",kg,land use,food related products,'1040',Manufacture of vegetable and animal oils and fats,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,57
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,waste mineral oil,kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.75,58
company15,distracted_moose,netherlands,high,input_isic_4digit,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"wastewater, average",m3,industry,other industry,'3700',Sewerage,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,59
company15,distracted_moose,netherlands,high,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,aluminium casting facility,unit,construction,construction residential,'4100',Construction of buildings,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.75,37
company15,distracted_moose,netherlands,low,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"aluminium scrap, new",kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.07692307692307693,38
company15,distracted_moose,netherlands,high,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"aluminium, primary, liquid",kg,metals,other metals,'2420',Manufacture of basic precious and other non-ferrous metals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.7692307692307693,39
company15,distracted_moose,netherlands,low,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,blast furnace sludge,kg,industry,other industry,'3821',Treatment and disposal of non-hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.2564102564102564,41
company15,distracted_moose,netherlands,high,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,boric oxide,kg,industry,chemicals,'2011',Manufacture of basic chemicals,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.8461538461538461,42
company15,distracted_moose,netherlands,medium,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"diesel, burned in diesel-electric generating set, 10MW",MJ,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.5,43
company15,distracted_moose,netherlands,high,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.75,44
company15,distracted_moose,netherlands,medium,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"hazardous waste, for underground deposit",kg,industry,other industry,'3822',Treatment and disposal of hazardous waste,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.358974358974359,45
company15,distracted_moose,netherlands,low,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,"heat, district or industrial, natural gas",MJ,energy,total energy,'3530',Steam and air conditioning supply,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.3333333333333333,46
company15,distracted_moose,netherlands,low,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,inert waste,kg,non-metallic minerals,cement,'2394',"Manufacture of cement, lime and plaster",NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.14285714285714285,47
company15,distracted_moose,netherlands,low,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,iron pellet,kg,metals,iron & steel,'2410',Manufacture of basic Iron & Steel,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,0.15384615384615383,48
company15,distracted_moose,netherlands,high,input_tilt_sector,Large scale aluminum signage,"aluminium production, primary, cast alloy slab from continuous casting","aluminium, primary, cast alloy slab from continuous casting",kg,FALSE,low,low,lubricating oil,kg,energy,oil energy,'1920',Manufacture of refined petroleum products,NA,NA,NA,manufacturer/ producer,32080be2-6f2e-5677-9294-e390ee241a7f_f6161096-34e3-49c9-911e-060659b0dea1,1,50
